year,substance,emit_way,unit,quantity
2002,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,8000
2003,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,3000
2004,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,11800
2005,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,3000
2006,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,3000
2007,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,3000
2008,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,9000
2009,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,7000
2011,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,214800
2012,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,32100
2013,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,14800
2014,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,49800
2015,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,46000
2016,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,146000
2017,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,15700
2018,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,110000
2019,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,161000
2020,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,70000
2021,Phosphorus (yellow or white only),Sum of release to all media (<1tonne),grams,91000
1994,Phthalic anhydride,Sum of release to all media (<1tonne),grams,2135000
1995,Phthalic anhydride,Sum of release to all media (<1tonne),grams,1339000
1996,Phthalic anhydride,Sum of release to all media (<1tonne),grams,1104000
1997,Phthalic anhydride,Sum of release to all media (<1tonne),grams,1014000
1998,Phthalic anhydride,Sum of release to all media (<1tonne),grams,723000
1999,Phthalic anhydride,Sum of release to all media (<1tonne),grams,735000
2000,Phthalic anhydride,Sum of release to all media (<1tonne),grams,536000
2001,Phthalic anhydride,Sum of release to all media (<1tonne),grams,289000
2002,Phthalic anhydride,Sum of release to all media (<1tonne),grams,75000
2003,Phthalic anhydride,Sum of release to all media (<1tonne),grams,30000
2004,Phthalic anhydride,Sum of release to all media (<1tonne),grams,175000
2005,Phthalic anhydride,Sum of release to all media (<1tonne),grams,162000
2006,Phthalic anhydride,Sum of release to all media (<1tonne),grams,132000
2007,Phthalic anhydride,Sum of release to all media (<1tonne),grams,120000
2008,Phthalic anhydride,Sum of release to all media (<1tonne),grams,102000
2009,Phthalic anhydride,Sum of release to all media (<1tonne),grams,76000
2010,Phthalic anhydride,Sum of release to all media (<1tonne),grams,94300
2011,Phthalic anhydride,Sum of release to all media (<1tonne),grams,89300
2012,Phthalic anhydride,Sum of release to all media (<1tonne),grams,54000
2013,Phthalic anhydride,Sum of release to all media (<1tonne),grams,321200
2014,Phthalic anhydride,Sum of release to all media (<1tonne),grams,33200
2015,Phthalic anhydride,Sum of release to all media (<1tonne),grams,28400
2016,Phthalic anhydride,Sum of release to all media (<1tonne),grams,42600
2017,Phthalic anhydride,Sum of release to all media (<1tonne),grams,50100
2018,Phthalic anhydride,Sum of release to all media (<1tonne),grams,46000
2019,Phthalic anhydride,Sum of release to all media (<1tonne),grams,16630
2020,Phthalic anhydride,Sum of release to all media (<1tonne),grams,28130
2021,Phthalic anhydride,Sum of release to all media (<1tonne),grams,52631
2022,Phthalic anhydride,Sum of release to all media (<1tonne),grams,43293
2000,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,304000
2001,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,112000
2002,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1009000
2003,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,396000
2004,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,743004
2005,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,122000
2006,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,78000
2007,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,43900
2008,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,133000
2009,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,122400
2010,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,71400
2011,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1531100
2012,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,816300
2013,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,851000
2014,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,871900
2015,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,829500
2016,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1877100
2017,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1728600
2018,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1793000
2019,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,2027142
2020,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,1194074
2021,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,2608331
2022,Polymeric diphenylmethane diisocyanate,Sum of release to all media (<1tonne),grams,2112585
1997,Propionaldehyde,Sum of release to all media (<1tonne),grams,2000
2001,Propionaldehyde,Sum of release to all media (<1tonne),grams,18000
2004,Propionaldehyde,Sum of release to all media (<1tonne),grams,1000
2005,Propionaldehyde,Sum of release to all media (<1tonne),grams,1000
2006,Propionaldehyde,Sum of release to all media (<1tonne),grams,0
2021,Propionaldehyde,Sum of release to all media (<1tonne),grams,16000
2022,Propionaldehyde,Sum of release to all media (<1tonne),grams,5000
1994,Propylene,Sum of release to all media (<1tonne),grams,390000
1995,Propylene,Sum of release to all media (<1tonne),grams,232000
1996,Propylene,Sum of release to all media (<1tonne),grams,729000
1997,Propylene,Sum of release to all media (<1tonne),grams,200000
1998,Propylene,Sum of release to all media (<1tonne),grams,409000
1999,Propylene,Sum of release to all media (<1tonne),grams,1120000
2000,Propylene,Sum of release to all media (<1tonne),grams,1179000
2001,Propylene,Sum of release to all media (<1tonne),grams,236000
2002,Propylene,Sum of release to all media (<1tonne),grams,1199000
2003,Propylene,Sum of release to all media (<1tonne),grams,3470000
2004,Propylene,Sum of release to all media (<1tonne),grams,2287000
2005,Propylene,Sum of release to all media (<1tonne),grams,2518000
2006,Propylene,Sum of release to all media (<1tonne),grams,1679000
2007,Propylene,Sum of release to all media (<1tonne),grams,961000
2008,Propylene,Sum of release to all media (<1tonne),grams,1059000
2009,Propylene,Sum of release to all media (<1tonne),grams,1123000
2010,Propylene,Sum of release to all media (<1tonne),grams,547300
2011,Propylene,Sum of release to all media (<1tonne),grams,1918500
2012,Propylene,Sum of release to all media (<1tonne),grams,2301100
2013,Propylene,Sum of release to all media (<1tonne),grams,2281000
2014,Propylene,Sum of release to all media (<1tonne),grams,1855000
2015,Propylene,Sum of release to all media (<1tonne),grams,2738200
2016,Propylene,Sum of release to all media (<1tonne),grams,3771900
2017,Propylene,Sum of release to all media (<1tonne),grams,4321500
2018,Propylene,Sum of release to all media (<1tonne),grams,2856400
2019,Propylene,Sum of release to all media (<1tonne),grams,2300400
2020,Propylene,Sum of release to all media (<1tonne),grams,1471289
2021,Propylene,Sum of release to all media (<1tonne),grams,2548000
2022,Propylene,Sum of release to all media (<1tonne),grams,2168550
1994,Propylene oxide,Sum of release to all media (<1tonne),grams,130000
1995,Propylene oxide,Sum of release to all media (<1tonne),grams,200000
1996,Propylene oxide,Sum of release to all media (<1tonne),grams,100000
2002,Propylene oxide,Sum of release to all media (<1tonne),grams,2000
2003,Propylene oxide,Sum of release to all media (<1tonne),grams,1000
2004,Propylene oxide,Sum of release to all media (<1tonne),grams,2000
2007,Propylene oxide,Sum of release to all media (<1tonne),grams,10000
2015,Propylene oxide,Sum of release to all media (<1tonne),grams,3500
2016,Propylene oxide,Sum of release to all media (<1tonne),grams,3400
2017,Propylene oxide,Sum of release to all media (<1tonne),grams,3400
2018,Propylene oxide,Sum of release to all media (<1tonne),grams,3400
2019,Propylene oxide,Sum of release to all media (<1tonne),grams,3400
2021,Propylene oxide,Sum of release to all media (<1tonne),grams,3000
2022,Propylene oxide,Sum of release to all media (<1tonne),grams,3000
2003,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,1000
2004,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,3000
2005,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,155000
2006,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,8000
2007,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,10000
2008,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,48000
2009,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,5000
2010,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,3400
2014,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,4000
2015,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,4000
2016,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,2000
2017,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,7000
2018,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,53600
2019,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,128000
2020,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,43000
2021,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,24000
2022,Pyridine (and its salts),Sum of release to all media (<1tonne),grams,24000
2008,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,41000
2009,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,3000
2010,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,138000
2011,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,119000
2012,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,7000
2013,Quinoline (and its salts),Sum of release to all media (<1tonne),grams,1100
1994,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,347000
1995,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,1403000
1996,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,492000
1997,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,856000
1998,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,595000
1999,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,428000
2000,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,325000
2001,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,1000
2002,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,9000
2003,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,7000
2004,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,400800
2005,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,329000
2006,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,1300
2007,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,167000
2008,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,16000
2009,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,15000
2010,Selenium (and its compounds),Sum of release to all media (<1tonne),grams,66000
1994,Silver (and its compounds),Sum of release to all media (<1tonne),grams,994000
1995,Silver (and its compounds),Sum of release to all media (<1tonne),grams,861000
1996,Silver (and its compounds),Sum of release to all media (<1tonne),grams,387000
1997,Silver (and its compounds),Sum of release to all media (<1tonne),grams,309000
1998,Silver (and its compounds),Sum of release to all media (<1tonne),grams,812000
1999,Silver (and its compounds),Sum of release to all media (<1tonne),grams,329000
2000,Silver (and its compounds),Sum of release to all media (<1tonne),grams,150000
2001,Silver (and its compounds),Sum of release to all media (<1tonne),grams,643000
2002,Silver (and its compounds),Sum of release to all media (<1tonne),grams,35000
2003,Silver (and its compounds),Sum of release to all media (<1tonne),grams,185000
2004,Silver (and its compounds),Sum of release to all media (<1tonne),grams,244000
2005,Silver (and its compounds),Sum of release to all media (<1tonne),grams,213440
2006,Silver (and its compounds),Sum of release to all media (<1tonne),grams,130000
2007,Silver (and its compounds),Sum of release to all media (<1tonne),grams,30000
2008,Silver (and its compounds),Sum of release to all media (<1tonne),grams,35000
2009,Silver (and its compounds),Sum of release to all media (<1tonne),grams,39000
2010,Silver (and its compounds),Sum of release to all media (<1tonne),grams,26000
2011,Silver (and its compounds),Sum of release to all media (<1tonne),grams,111800
2012,Silver (and its compounds),Sum of release to all media (<1tonne),grams,670700
2013,Silver (and its compounds),Sum of release to all media (<1tonne),grams,84400
2014,Silver (and its compounds),Sum of release to all media (<1tonne),grams,60000
2015,Silver (and its compounds),Sum of release to all media (<1tonne),grams,102800
2016,Silver (and its compounds),Sum of release to all media (<1tonne),grams,446000
