NPRI_id,province,latitude,longitude
1,AB,54.923116,-112.861867
4,MB,50.568600000000004,-96.2267
7,QC,45.5797,-73.7217
9,ON,46.3098,-79.4412
11,AB,53.5823,-113.5886
13,BC,49.2046,-123.1419
15,ON,43.24119,-79.74945
18,QC,48.4211,-71.1898
21,ON,43.86669,-79.73171
22,ON,45.4358,-76.3372
25,ON,43.1629,-80.2464
28,ON,45.0189,-74.7551
31,ON,42.31052,-83.04612
34,ON,43.69226,-79.59705
37,ON,42.9509,-82.414
40,QC,45.582729,-71.995388
43,ON,43.6533,-79.8953
49,QC,45.388,-71.9428
52,QC,45.7406,-73.6942
54,NB,47.4717,-65.8897
57,QC,47.35657,-70.05919
61,NS,44.66378,-63.56803
64,ON,43.4036,-80.4608
65,ON,43.6297,-79.5231
70,ON,43.7028,-79.7039
78,QC,45.4542,-73.8278
79,AB,53.5894,-113.57470000000001
87,ON,43.5381,-80.3186
90,ON,43.7172,-79.2832
92,ON,44.7775,-79.9147
96,ON,43.7941,-79.5029
99,QC,48.25072,-78.44184
100,QC,45.3004,-73.7522
105,QC,45.39179,-72.75488
106,AB,55.99857,-118.5298
108,ON,48.5212,-81.1218
109,ON,43.2344,-79.7439
110,ON,44.8847,-76.0172
111,ON,43.7639,-79.5408
112,ON,43.8112,-79.4898
113,ON,43.6587,-79.3373
116,QC,45.8795,-72.5458
117,ON,43.595,-79.5383
120,ON,43.4988,-79.6446
123,ON,43.8236,-79.3514
125,ON,43.86123,-78.90416
127,ON,43.3507,-80.5347
135,ON,43.3475,-79.8008
136,ON,42.8486,-80.3197
139,ON,43.6956,-79.7328
144,QC,45.47533,-73.70661
147,QC,48.4583,-78.95
151,ON,43.40031,-80.44804
152,AB,51.00095,-113.98028
156,QC,45.4913,-73.76257
158,QC,45.5973,-73.5841
159,MB,49.11148,-97.5601
161,ON,43.27022,-79.84949
163,SK,53.3252,-104.027
165,QC,45.4889,-73.5516
167,ON,43.6728,-79.4681
169,AB,52.8292,-110.8592
171,ON,43.6628,-79.6583
174,ON,43.1483,-80.2556
177,ON,43.9578,-78.1197
178,ON,42.97912,-81.2449
179,ON,43.7083,-79.5681
181,ON,43.70977,-79.56632
183,QC,45.8756,-72.5442
185,BC,49.17453,-122.93186
188,QC,45.44856,-73.67629
191,ON,42.25179,-83.10071
192,AB,50.9942,-113.9857
193,BC,49.1774,-122.931
194,ON,43.8792,-79.2792
196,ON,43.0442,-80.8807
199,ON,43.5958,-79.5406
201,ON,44.2754,-78.3165
203,ON,48.4758,-89.1514
204,ON,48.3308,-89.2692
205,ON,48.3989,-89.225
207,ON,43.6972,-79.7044
209,ON,44.3077,-81.55458
210,ON,43.7375,-79.6931
211,QC,46.828385,-71.220097
214,QC,45.6483,-73.5172
215,ON,43.5522,-80.284
216,ON,43.7214,-79.2781
222,ON,43.04687,-79.15261
223,AB,56.37297,-117.18442
225,ON,42.3903,-82.2136
227,ON,44.734,-79.851
231,ON,42.8475,-80.4897
238,ON,43.3944,-80.329
239,ON,44.1114,-77.5878
241,ON,51.4153,-90.1028
245,ON,43.685,-79.7194
247,ON,43.60809,-79.57381
249,ON,43.8347,-79.0279
250,AB,53.83628,-113.13256
252,QC,45.4501,-73.7363
253,QC,45.5842,-73.7533
254,QC,45.5849,-73.7518
255,ON,44.1806,-77.3692
256,ON,45.4179,-75.6503
257,QC,45.65775,-73.54224
259,ON,43.7195,-79.5237
264,ON,43.62893,-79.6333
267,AB,53.344,-114.305
269,AB,53.5873,-113.363
271,QC,45.5917,-76.6625
274,ON,42.9484,-79.047
276,ON,42.26166,-83.09557
279,QC,49.0254,-76.9538
280,AB,53.7332,-113.175
281,QC,45.7317,-73.4033
282,ON,43.7447,-79.5297
284,QC,45.5641,-73.4406
286,ON,43.84802,-79.03599
299,ON,43.7079,-79.359
302,QC,45.27428,-72.11257
305,ON,43.4203,-79.7212
308,QC,45.7098,-73.42185
311,AB,53.5799,-113.5764
312,BC,54.389,-126.6517
315,ON,43.9483,-78.2847
316,ON,43.777,-79.5279
319,ON,46.2667,-79.3778
321,ON,43.7632,-79.2698
322,QC,45.28472,-74.07814
326,ON,43.7125,-79.6606
327,ON,43.69374,-79.50446
330,QC,45.6118,-73.5678
333,BC,50.0738,-125.2833
341,ON,43.6879,-79.7093
344,ON,43.1101,-79.2092
351,ON,42.9977,-79.2389
354,ON,43.367,-79.7987
355,AB,53.776,-113.0886
358,QC,45.5883,-73.62
359,QC,45.5653,-74.3361
360,QC,45.36065,-73.52566
361,ON,43.7948,-79.9261
362,BC,49.1866,-122.9785
363,BC,48.4628,-123.5735
365,BC,48.4664,-123.5846
367,BC,48.4592,-123.5514
369,MB,49.8394,-97.1758
371,BC,49.2004,-123.0772
373,QC,45.4749,-73.8113
374,ON,43.7644,-79.1697
375,QC,45.29173,-72.96116
376,ON,43.0922,-79.2061
377,QC,45.5722,-73.4556
380,ON,43.57215,-79.55995
383,ON,43.62574,-79.54168
384,ON,43.605,-79.52
389,ON,44.8876,-76.2444
390,QC,45.537,-73.4973
391,QC,45.6977,-73.4151
393,ON,43.0967,-80.4311
394,BC,49.3711,-120.0231
397,ON,44.1486,-79.8408
400,ON,43.364,-79.8051
403,AB,53.2885,-110.0183
405,BC,53.9268,-122.7028
407,AB,52.1463,-115.33
409,SK,53.26311,-109.94889
417,ON,43.6992,-79.4611
420,QC,45.571,-73.1984
421,BC,49.1981,-123.1096
422,ON,43.6269,-79.6647
423,ON,43.7841,-79.2763
424,AB,53.0481,-113.921
426,AB,50.7477,-114.4947
428,NT,65.2873,-126.8812
430,AB,53.3546,-113.715
432,AB,54.9527,-119.1953
434,AB,53.4213,-113.9044
436,AB,52.2865,-114.9708
438,AB,53.9527,-113.078
440,AB,54.5723,-115.5229
442,AB,54.59702,-110.39972
444,ON,46.4786,-81.0553
447,QC,45.25582,-74.12052
448,ON,43.6206,-79.5772
449,QC,45.431,-73.1673
452,ON,42.8855,-79.2297
455,ON,43.75888,-79.54943
456,ON,43.744,-79.357
459,ON,43.6742,-79.4758
461,ON,44.7233,-75.5272
462,ON,48.7183,-86.395
464,ON,45.0467,-77.8322
465,QC,45.7733,-71.9532
466,ON,43.6683,-79.4444
476,MB,49.9302,-97.0258
477,ON,43.6967,-79.695
478,ON,43.6904,-79.4856
479,BC,52.998,-122.483
485,ON,42.92248,-81.1915
488,ON,44.785,-75.3767
494,ON,42.6941,-82.4833
495,ON,42.2833,-83.0864
500,ON,43.712,-79.3612
502,AB,53.5726,-113.566
504,NB,46.092,-64.8479
506,QC,45.4992,-73.753
508,BC,49.17044,-122.93945
511,ON,43.6297,-79.5303
514,BC,50.2299,-119.091
517,ON,43.70328,-79.7306
520,NB,46.1677,-64.5913
523,ON,43.2572,-79.8411
526,ON,43.5257,-79.9104
529,QC,45.4597,-73.7266
530,AB,50.992,-114.059
536,AB,55.3359,-119.223
538,ON,43.7581,-79.5361
541,QC,45.4975,-73.7551
544,ON,42.3908,-82.2165
547,ON,43.6622,-79.6417
548,MB,49.8856,-97.0717
554,QC,45.5402,-73.6658
557,AB,50.98701,-113.97051
563,ON,43.6542,-79.8886
566,ON,43.58709,-79.59504
570,ON,42.5833,-82.3833
571,ON,43.9517,-78.2819
574,ON,43.7633,-79.5339
577,ON,43.7231,-79.2775
582,QC,46.3375,-72.5833
585,BC,49.1279,-123.0979
588,BC,49.6914,-123.1596
591,ON,43.5018,-79.6392
594,QC,45.3945,-73.5183
597,BC,49.1801,-122.9339
600,MB,49.9114,-97.2083
603,NS,44.7091,-63.6128
606,BC,49.2577,-122.7664
612,ON,43.5561,-80.2917
618,BC,51.3138,-116.9804
621,BC,51.4898,-123.1761
626,MB,49.83768,-99.91766
632,ON,43.6128,-79.5236
634,ON,43.5882,-79.7265
635,ON,43.4153,-79.8081
637,ON,45.29668,-75.5757
639,QC,45.4062,-73.4942
640,SK,49.1417,-103.0014
642,ON,43.6597,-79.3317
643,ON,43.6695,-79.4479
645,ON,43.1269,-80.3422
652,QC,45.5783,-73.7281
653,AB,50.6475,-113.772
656,ON,42.9247,-78.9303
658,SK,50.42525,-105.18785
661,AB,53.5947,-113.4254
664,ON,42.8481,-80.3184
666,ON,43.6354,-80.0429
668,BC,49.1383,-123.1642
671,NB,45.2739,-66.0043
672,BC,49.3357,-117.728
675,ON,43.4268,-79.709
676,QC,45.3093,-73.2882
679,ON,43.7493,-79.7156
680,AB,53.3887,-115.3169
683,AB,54.1944,-116.6322
686,AB,53.5468,-113.7348
689,AB,53.244999,-115.674301
692,AB,53.4759,-117.0365
695,AB,55.3583,-114.6172
698,AB,53.7469,-113.1645
701,ON,44.62859,-79.43316
702,BC,49.1591,-123.0032
705,QC,45.5389,-73.5447
706,ON,42.9706,-82.4081
708,ON,43.8339,-79.021
711,ON,43.8007,-79.5284
715,ON,43.7579,-79.5642
716,QC,45.3968,-73.5247
717,ON,43.3645,-80.2916
718,BC,55.78752,-120.28334
722,ON,42.3175,-83.0043
723,BC,49.87311,-124.55432
725,ON,43.6876,-79.7381
728,ON,43.0552,-79.088
729,QC,45.5908,-73.7358
732,BC,49.1941,-123.092
733,ON,43.832,-79.0267
734,ON,44.734,-79.8517
735,ON,44.2,-77.3678
738,ON,43.53062,-79.8882
741,ON,45.03459,-74.66857
742,ON,43.6675,-79.4522
743,ON,43.6687,-79.4637
744,ON,44.10881,-77.53274
745,NS,44.97983,-64.92684
746,NL,53.30097,-60.398
747,QC,46.3714,-72.402
748,ON,43.6969,-79.7212
750,ON,43.2632,-79.8412
751,MB,49.8766,-97.1406
752,QC,45.6389,-73.5133
755,QC,45.5361,-73.5528
757,AB,53.5164,-113.3781
758,QC,46.55679,-75.48099
762,MB,49.88057,-97.03983
764,AB,51.4191,-114.027
765,QC,45.309,-73.894
767,AB,52.3869,-113.6001
770,ON,45.4606,-75.5908
773,QC,45.47062,-73.80362
775,ON,43.1063,-79.1998
776,ON,43.6151,-79.5296
778,ON,43.7103,-79.6912
781,QC,45.483,-73.7142
784,BC,49.25416,-122.76254
787,QC,45.18534,-73.40678
790,AB,53.3436,-113.5269
793,BC,49.2786,-122.864
796,QC,46.3697,-72.5194
798,BC,49.143,-122.8627
799,ON,45.4692,-76.6606
800,ON,43.56858,-79.64333
801,ON,43.6276,-79.6387
804,ON,43.7736,-79.4758
805,ON,42.4006,-82.1739
806,ON,44.9136,-75.1583
809,ON,43.3502,-79.9696
810,ON,43.6343,-79.5273
813,QC,46.0745,-71.9575
814,ON,43.81978,-79.05703
815,NS,45.65243,-62.71653
818,ON,45.31489,-79.25147
819,ON,43.6995,-79.4751
821,MB,49.8449,-99.8901
823,MB,50.1338,-96.8522
848,AB,49.71035,-112.793934
851,MB,49.53302,-96.69766
853,AB,53.7201,-113.18167
854,QC,45.7669,-73.3561
855,ON,43.0633,-79.1003
856,ON,42.3139,-82.9094
859,ON,43.8051,-79.1909
862,ON,43.6984,-79.6387
864,ON,44.1632,-77.3675
867,QC,45.4577,-73.8449
870,ON,45.0764,-74.7647
872,BC,54.0293,-128.687
875,SK,54.15686,-108.28573
878,AB,54.14321,-115.69522
879,QC,48.1292,-78.096
882,QC,48.1333,-78.1042
885,QC,48.4083,-78.3625
888,QC,48.4083,-78.3625
908,ON,43.6333,-79.5247
917,ON,48.6111,-93.4034
918,ON,43.6832,-79.7801
921,ON,43.22698,-79.6935
927,BC,49.6872,-126.115
928,ON,49.7831,-92.8472
929,QC,45.4808,-75.6556
930,ON,48.3486,-89.3067
931,ON,43.4061,-80.4531
932,ON,42.8411,-80.743
935,QC,45.4917,-72.3083
938,QC,45.3051,-73.262
941,BC,49.2841,-123.0802
944,MB,49.8277,-97.1583
947,AB,49.7894,-112.1261
950,ON,43.709,-79.3609
1502,ON,43.7144,-79.5858
1505,AB,53.4787,-113.4827
1508,NU,65.7569,-111.2481
1510,SK,50.7283,-101.9308
1513,SK,50.6574,-101.8422
1516,NS,45.3468,-63.2917
1518,ON,43.6918,-79.5981
1519,ON,43.82431,-79.34996
1520,ON,45.6133,-74.705
1525,QC,45.5417,-75.425
1528,QC,45.5985,-75.2562
1531,ON,43.4392,-80.4817
1534,ON,42.9547,-79.2483
1539,ON,43.9062,-80.1156
1541,AB,49.7201,-112.7819
1544,ON,43.13066,-80.71713
1547,ON,43.1403,-80.7693
1553,ON,43.8058,-79.5008
1555,ON,44.7354,-79.8505
1558,ON,43.6932,-79.5987
1560,ON,43.5045,-80.2702
1561,QC,45.7125,-73.425
1562,ON,43.1553,-80.2094
1564,QC,46.0792,-71.2917
1565,QC,46.2566,-72.9311
1566,ON,51.3864,-91.1201
1568,ON,48.13032,-80.08734
1569,QC,45.3408,-73.5217
1572,NB,45.1567,-66.7714
1575,NB,45.2634,-66.0568
1578,ON,43.38789,-79.75506
1580,ON,43.7441,-79.5306
1583,ON,43.6619,-79.6661
1585,AB,53.0892,-116.8059
1588,ON,43.6373,-79.6076
1591,SK,52.8464,-102.388
953,ON,42.8503,-80.3025
956,ON,43.71586,-80.3791
959,QC,45.6291,-73.5132
962,QC,45.6071,-73.5162
965,QC,46.775,-71.2583
968,MB,49.8377,-97.1677
971,SK,49.65893,-103.83159
978,ON,48.7644,-80.6708
979,QC,48.4289,-71.2437
981,ON,48.3483,-89.225
983,QC,48.565,-71.6558
987,QC,47.0429,-70.8795
989,ON,48.3753,-89.2493
992,BC,49.185,-123.169
998,SK,50.4329,-104.658
1002,MB,49.9108,-97.2433
1006,ON,45.32,-75.6647
1008,QC,45.6836,-74.029
1010,QC,45.4583,-73.7501
1012,QC,46.7914,-71.3884
1014,NS,44.8887,-63.5141
1018,NB,45.8722,-66.5307
1020,NB,45.3277,-65.8903
1022,NB,46.1053,-64.6784
1024,PE,46.2859,-63.1304
1026,ON,43.6795,-79.6065
1028,AB,54.1791,-115.806
1033,AB,52.47015,-112.13324
1036,AB,51.44527,-111.78611
1039,AB,54.0071,-119.104
1042,AB,54.775,-115.2186
1045,NL,47.4246,-53.8166
1048,QC,45.6917,-73.4306
1051,QC,45.5958,-75.4167
1054,ON,42.8631,-79.5683
1057,BC,49.1972,-123.0833
1067,ON,43.5394,-80.3042
1070,ON,46.5208,-84.3697
1071,QC,46.3829,-72.3874
1074,AB,51.7423,-114.1345
1077,AB,52.496,-114.988
1080,BC,56.3009,-120.231
1083,QC,45.40481,-71.89596
1088,ON,43.3678,-80.9636
1091,AB,50.6756,-110.025
1093,ON,43.59545,-79.59315
1096,ON,43.4988,-79.6446
1099,QC,45.5698,-73.4379
1105,ON,43.6844,-79.7343
1106,AB,53.5291,-113.3875
1109,ON,43.37965,-79.78263
1111,ON,47.4741,-79.6574
1112,ON,43.7404,-79.3264
1113,ON,42.9794,-81.2502
1116,QC,45.5013,-73
1117,QC,46.5698,-72.7258
1119,AB,51.7833,-114.1
1122,BC,49.1753,-122.9402
1125,QC,45.6878,-73.9312
1127,BC,50.6,-127.4983
1136,QC,45.5139,-73.7
1139,QC,45.4744,-73.733
1142,ON,43.8203,-79.3056
1143,QC,49.1314,-77.9744
1145,ON,43.9422,-78.2942
1147,SK,58.1938,-103.7158
1148,SK,57.2122,-105.6788
1149,SK,57.7622,-105.05
1152,ON,44.023,-77.8916
1154,ON,43.68289,-79.73138
1156,ON,43.59201,-80.55216
1159,ON,43.6292,-79.5189
1162,AB,53.5725,-113.3606
1165,ON,43.7614,-79.546
1169,ON,43.7219,-79.3425
1170,ON,43.8423,-79.0287
1172,ON,43.8873,-79.4323
1175,AB,52.3221,-113.5166
1177,SK,52.0057,-107.0936
1185,BC,49.9151,-115.7579
1189,ON,43.7353,-79.4728
1192,QC,46.3717,-72.4967
1195,QC,45.5644,-71.979
1197,ON,45.0139,-74.7461
1199,ON,45.2929,-79.3106
1205,ON,42.8978,-82.4403
1207,ON,44.6606,-75.6017
1215,ON,43.4823,-79.6656
1221,NB,47.36897,-68.33206
1224,ON,42.7936,-81.1614
1227,ON,43.259,-79.8295
1230,ON,43.6203,-79.5278
1233,ON,46.6742,-81.3425
1234,QC,46.8888,-70.7077
1236,ON,46.5775,-80.8042
1239,ON,43.3742,-79.7681
1242,ON,45.0139,-74.7806
1245,ON,43.8245,-79.2554
1251,AB,53.5717,-113.3498
1257,BC,56.145,-120.651
1260,ON,43.57705,-79.64798
1263,QC,45.6982,-73.624
1266,BC,48.875,-123.645
1269,ON,42.3017,-82.9423
1272,ON,43.5107,-79.674
1274,QC,46.14695,-70.68067
1281,ON,43.4606,-79.6797
1284,ON,43.4292,-79.7167
1287,ON,44.2961,-78.33
1290,ON,42.1217,-83.1068
1292,ON,43.8308,-79.0525
1300,ON,43.04641,-79.17278
1303,BC,52.5299,-122.2851
1304,ON,42.9237,-78.924
1307,QC,45.2708,-74.1083
1310,ON,44.6017,-80.9181
1313,ON,44.5028,-80.2431
1316,ON,46.3287,-79.4894
1319,ON,43.9092,-78.6872
1322,ON,44.287,-76.9482
1325,QC,46.8017,-71.2533
1328,ON,43.5693,-79.6576
1329,QC,45.34317,-72.80522
1332,BC,49.3589,-123.1098
1334,BC,49.4395,-122.9681
1336,BC,49.33893,-122.77243
1338,BC,49.1661,-122.952
1340,BC,49.1147,-123.145
1342,BC,49.3195,-123.136
1344,MB,49.913,-97.0025
1353,ON,45.0117,-74.7773
1356,AB,53.752,-113.232
1357,ON,43.4942,-80.2086
1360,AB,53.3426,-113.526
1362,AB,52.94707,-115.9026
1364,AB,52.463,-114.3465
1366,AB,54.7925,-116.6439
1368,AB,51.6372,-112.866
1370,AB,52.7761,-115.6607
1372,AB,52.7581,-114.1116
1374,AB,52.2263,-115.177
1376,AB,52.9304,-113.9827
1378,ON,43.4144,-80.4423
1383,BC,49.1369,-123.8564
1385,NB,47.2906,-66.0706
1388,ON,43.2691,-79.8253
1397,QC,45.8392,-73.2633
1400,ON,48.695,-85.905
1401,ON,43.7114,-79.5694
1406,QC,45.495,-73.5716
1407,ON,43.5059,-79.63778
1408,SK,50.4734,-104.5611
1411,AB,51.534793,-114.203825
1413,ON,43.7747,-79.2436
1414,ON,45.0151,-75.6341
1417,ON,43.33719,-80.43825
1418,AB,50.5725,-113.8369
1419,BC,49.5237,-123.4837
1422,NL,47.6135,-52.7431
1423,NS,44.8869,-63.5138
1424,QC,45.4523,-73.752
1425,QC,45.6778,-74.0361
1426,ON,45.3244,-75.6636
1427,ON,43.6694,-79.5989
1428,AB,51.1231,-114.0086
1429,BC,49.1803,-123.1605
1433,ON,43.69773,-79.7234
1436,ON,43.5509,-80.2202
1439,AB,58.49822,-119.40249
1440,ON,43.1436,-80.2967
1443,QC,45.9972,-73.1722
1445,QC,46.3944,-72.3542
1447,QC,45.2963,-72.7204
1449,NB,48.0671,-66.4033
1458,ON,43.81162,-79.50367
1461,ON,42.7806,-81.1611
1464,ON,42.9544,-82.4153
1465,ON,46.495,-81.0561
1467,ON,46.4452,-81.0846
1469,ON,46.4606,-81.0756
1471,ON,42.8826,-79.2405
1473,MB,55.71286,-97.85106
1480,ON,43.736,-79.532
1482,QC,45.468,-73.7963
1484,QC,46.0287,-73.1346
1485,ON,43.42647,-79.71029
1486,BC,55.2914,-123.1592
1489,ON,44.3675,-78.7247
1492,QC,46.3841,-72.3735
1495,ON,43.8378,-79.0294
1497,ON,43.6061,-79.5083
1592,ON,46.3753,-79.9501
1593,BC,49.2478,-124.811
1596,ON,49.2858,-81.635
1598,ON,48.9793,-87.375
1608,QC,48.25856,-78.52673
1611,QC,49.75421,-77.65945
1617,NB,46.9694,-65.5942
1620,NB,46.9727,-65.5551
1623,QC,45.2987,-72.7142
1639,QC,45.51971,-73.54703
1645,ON,44.5775,-80.9144
1648,QC,45.4538,-73.6188
1649,ON,43.2682,-79.8504
1651,MB,50.1302,-96.9013
1653,MB,49.8905,-97.1822
1656,MB,49.82929,-97.17421
1659,MB,49.8886,-97.1036
1662,ON,43.7758,-79.2425
1663,ON,43.4176,-80.3291
1666,ON,43.6015,-79.534
1668,ON,43.3428,-79.8175
1671,AB,53.5592,-113.3888
1674,ON,42.3894,-82.1967
1681,QC,45.6339,-73.8398
1684,ON,48.3569,-89.2981
1687,ON,46.3221,-79.4256
1690,ON,44.3657,-78.7598
1693,BC,50.71,-120.3625
1696,NB,45.1534,-66.2025
1698,NB,47.9058,-65.867
1700,NB,47.0417,-65.4625
1702,NB,47.0728,-65.4559
1706,NB,45.2747,-66.0275
1708,NB,46.0572,-66.0051
1710,NB,45.069,-66.4556
1712,NB,48.0519,-66.3702
1714,NL,48.1515,-53.9724
1715,ON,43.18531,-79.47789
1742,SK,51.9333,-105.7638
1745,QC,48.1167,-77.7807
1748,QC,48.8,-79.1917
1751,AB,55.4144,-119.6016
1753,AB,52.9404,-114.8323
1755,AB,55.7251,-119.3999
1757,QC,45.454,-73.6299
1760,AB,51.0848,-113.9552
1763,QC,45.4903,-73.7467
1766,ON,44.1607,-77.3989
1770,ON,48.1347,-80.0425
1773,ON,49.06218,-81.00565
1776,ON,42.8825,-82.4044
1779,AB,52.3083,-113.55
1782,AB,50.08071,-110.72786
1785,ON,42.9385,-82.4137
1788,ON,42.8489,-82.4244
1797,BC,53.9779,-122.695
1801,QC,45.575,-72.925
1802,QC,45.4593,-73.6061
1809,ON,42.7961,-82.4697
1812,ON,44.1439,-76.8492
1815,ON,43.7645,-79.5537
1816,QC,45.8733,-72.4986
1842,BC,53.9289,-122.7314
1845,ON,43.7353,-79.6956
1848,ON,43.4594,-80.4834
1851,ON,44.2514,-76.4967
1854,BC,58.1665,-132.2519
1857,ON,45.38048,-75.5981
1858,QC,45.3972,-73.5186
1861,ON,42.7961,-80.05
1863,ON,43.6957,-79.6159
1866,MB,49.92991,-97.06115
1870,ON,43.6521,-79.3365
1872,QC,47.67,-68.8625
1875,QC,45.9633,-73.47
1878,QC,45.36614,-71.85493
1881,AB,51.94998,-114.02553
1882,ON,42.9501,-82.3965
1885,SK,51.8464,-105.192
1888,AB,50.595,-114.1475
1891,AB,52.9261,-110.7669
1902,AB,51.1913,-113.9409
1905,AB,53.3195,-113.5279
1910,NS,44.655,-63.5457
1913,BC,49.2091,-123.0912
1916,ON,44.5862,-75.6925
1919,ON,44.1167,-77.5864
1922,QC,45.80082,-74.02864
1925,ON,43.7217,-79.285
1928,ON,43.2631,-79.8325
1931,ON,42.9175,-78.9306
1935,ON,51.068600000000004,-93.7494
1941,ON,48.4633,-81.2475
1942,ON,43.7348,-79.7
1944,ON,42.9398,-82.4251
1947,ON,42.9108,-79.1879
1948,NB,45.558,-65.5734
1951,ON,42.2731,-82.9971
1953,ON,43.5014,-79.6333
1958,NS,44.8658,-63.5392
1961,QC,45.5531,-73.495
1964,QC,45.5456,-73.4983
1967,QC,45.5314,-73.4078
1970,ON,43.4109,-79.7234
1976,ON,44.6249,-75.6984
1978,ON,43.2609,-79.8154
1979,QC,48.8791,-72.2189
1980,QC,45.4238,-75.7198
1987,ON,43.6528,-79.6633
1988,ON,43.3681,-80.30848
1990,AB,53.74676,-113.22743
1993,ON,43.7764,-79.236
1994,ON,48.4575,-89.1737
1996,NB,45.7553,-65.4205
2000,QC,50.0334,-66.791
2001,QC,49.255,-68.1561
2003,ON,43.6434,-79.6199
2006,ON,43.3583,-80.9981
2009,ON,44.1142,-81.1521
2010,ON,43.6357,-79.6362
2011,ON,44.1124,-79.6017
2016,ON,43.642517,-79.370915
2022,ON,43.7165,-79.5281
2031,NS,44.4463,-64.3726
2033,QC,45.6463,-73.8396
2038,QC,49.2583,-68.1461
2042,ON,43.8958,-79.4275
2044,ON,43.7567,-79.5436
2048,ON,43.170538,-79.228849
2051,MB,53.860974,-101.213325
2057,ON,43.2656,-79.8722
2060,ON,43.7092,-79.6867
2065,ON,43.7588,-79.172
2068,ON,43.8144,-80.7153
2070,ON,43.262326,-79.791103
2074,SK,52.2033,-106.6216
2077,SK,50.4333,-105.1833
2079,SK,49.05803,-105.48467
2081,SK,49.09606,-103.0305
2083,SK,49.0879,-102.864
2085,SK,52.0944,-106.705
2087,BC,49.1615,-122.965
2088,ON,43.70322,-79.57136
2091,QC,45.475,-73.8067
2097,MB,50.65397,-97.00242
2100,QC,48.5322,-71.1578
2106,ON,43.7378,-79.5314
2108,AB,49.30329,-113.9929
2119,AB,51.13696,-114.58262
2120,AB,51.9655,-114.7536
2122,ON,44.6242,-75.6916
2125,ON,42.9103,-82.4356
2128,AB,56.3806,-116.795
2129,ON,44.07591,-80.20685
2130,AB,53.71939,-113.17582
2131,AB,49.959099,-113.546882
2132,AB,53.71967,-113.19026
2133,ON,43.42581,-79.71548
2134,AB,53.8416,-113.0979
2146,ON,43.7346,-79.2862
2149,QC,45.459,-73.6272
2152,SK,52.42026,-109.11167
2155,BC,49.3526,-120.5518
2158,BC,54.2383,-130.2951
2161,ON,43.2619,-79.8356
2164,ON,43.76941,-79.56085
2167,QC,45.4525,-73.7522
2168,ON,43.7697,-79.5614
2170,ON,44.6189,-75.6962
2173,ON,49.41,-82.4239
2176,ON,43.3472,-81.0033
2181,NB,46.0111,-67.2265
2182,ON,43.4972,-79.6277
2183,AB,53.2875,-113.54252
2186,MB,49.8947,-97.0947
2189,ON,43.63,-79.5219
2192,ON,43.8361,-79.0347
2195,QC,45.4681,-73.5921
2198,BC,49.1518,-122.8609
2201,BC,49.2704,-123.0885
2204,ON,43.818600000000004,-79.3531
2207,BC,49.3024,-123.0314
2209,ON,42.9725,-79.2169
2210,ON,42.9808,-81.2533
2211,ON,43.1301,-80.2559
2216,ON,44.6753,-79.3408
2219,NB,47.6122,-65.6427
2221,NS,45.5982,-61.3601
2222,ON,42.9339,-81.2019
2223,AB,53.652,-116.0992
2225,AB,53.7123,-116.1489
2227,AB,54.4233,-117.7604
2229,QC,45.63626,-73.52138
2230,AB,57.0033,-111.4661
2233,ON,42.76496,-82.45172
2236,QC,45.4764,-73.8088
2238,ON,43.6333,-79.4806
2240,ON,43.6569,-79.3194
2247,ON,45.34048,-75.91583
2250,ON,43.363736,-79.804719
2251,NS,45.6068,-62.6415
2253,QC,46.035,-73.1453
2256,ON,43.60378,-79.57999
2257,ON,43.767,-79.5354
2260,ON,43.3339,-79.8211
2263,ON,43.7373,-79.6951
2266,ON,43.455,-80.1431
2274,AB,57.0405,-111.6192
2277,ON,43.91315,-80.11376
2278,MB,50.4282,-95.4537
2281,ON,43.63099,-79.5262
2282,AB,53.56,-114.4862
2284,AB,53.5085,-114.5571
2286,AB,53.4487,-114.4491
2288,QC,45.8833,-72.4833
2291,AB,51.0058,-113.9875
2293,AB,53.6392,-113.5681
2298,ON,43.7131,-79.3483
2301,AB,53.506100000000004,-113.3979
2304,MB,49.1887,-97.9356
2312,QC,45.6314,-73.5166
2315,AB,50.3471,-113.7731
2316,AB,52.3858,-113.595
2318,NS,44.6219,-63.4966
2322,ON,43.5964,-80.5525
2323,QC,45.6836,-74.0322
2326,ON,43.1643,-79.932
2329,ON,43.36,-80.9635
2331,ON,43.7647,-79.16
2334,QC,45.2636,-74.1053
2337,MB,49.8374,-97.20494
2340,AB,50.983,-113.97519
2343,BC,49.1978,-123.1189
2346,ON,43.7758,-79.4781
2349,AB,53.57,-113.6114
2352,ON,43.7087,-79.3126
2355,ON,43.98981,-80.74264
2356,QC,45.61998,-73.56841
2357,ON,43.7126,-79.3509
2360,QC,45.2792,-71.8833
2361,QC,45.1417,-71.8083
2362,ON,43.8139,-79.1151
2363,ON,49.7686,-86.5361
2364,BC,49.2848,-123.0701
2365,AB,50.9897,-113.9938
2367,SK,52.1794,-106.6572
2369,BC,49.0595,-122.5027
2371,BC,56.05,-130.0167
2372,BC,49.5772,-125.602
2375,QC,45.62,-73.5826
2376,AB,50.9578,-113.9818
2377,BC,50.4325,-127.491
2380,ON,43.8964,-81.3114
2381,ON,43.1757,-80.3501
2385,MB,49.8958,-97.2575
